the_geom,name,bin,doitt_id,shape_area,base_bbl,objectid,construction_year,feature_code,geometry_source,ground_elevation,height_roof,last_edited_date,last_status_type,map_pluto_bbl,length,geometry
"MULTIPOLYGON (((-74.011031808189 40.7032253292, -74.01103492362 40.703224541854, -74.011095401775 40.703209266958, -74.011131464005 40.703313072686, -74.011087954042 40.70332182716, -74.01106681079 40.703326081413, -74.011031808189 40.7032253292)))",,1000009,369780,"115,65234375",1000070028,1.025.345,1.828,2.1,Photogrammetric,7.0,"50,34",2020 Jan 28 05:15:20 PM,constructed,1000070028,"45,96982150721",POINT (-74.011082 40.703268)
"MULTIPOLYGON (((-73.991454159682 40.713570248207, -73.991452445267 40.713557776907, -73.991450838448 40.713546080955, -73.99146365538 40.713536154677, -73.99146027266 40.713511547071, -73.991473957111 40.713510458467, -73.991470200765 40.713483133093, -73.991456517502 40.713484221696, -73.991449789911 40.713435282043, -73.991434166097 40.713424780027, -73.99142587783 40.713364478512, -73.991518247371 40.71335712818, -73.991526535721 40.713417428788, -73.991516532746 40.713429971265, -73.991529247873 40.713522478061, -73.99153039713 40.71353084299, -73.991543208238 40.713538730604, -73.991549908712 40.713587480241, -73.991551412685 40.713598424258, -73.991459042813 40.713605774616, -73.991454159682 40.713570248207)))",,1003558,467301,"315,13671875",1002830008,24.199,1.9,2.1,Photogrammetric,35.0,"58,75",2017 Aug 22 06:52:54 PM,constructed,1002830008,"97,32117330292",POINT (-73.99149 40.713481)
"MULTIPOLYGON (((-73.990531080893 40.711274156193, -73.990523356261 40.711219161354, -73.990526343238 40.711218918462, -73.990709721571 40.711204003832, -73.990716202633 40.711250142933, -73.990747878624 40.711475656835, -73.990757720888 40.711545730883, -73.990571353451 40.711560887581, -73.99056520112 40.711517081724, -73.990531080893 40.711274156193)))",,1081967,541541,"1.053,05859375",1002550012,85.592,,2.1,Photogrammetric,16.0,"24,89",2017 Aug 22 05:48:41 PM,constructed,1002550012,"142,6688034435",POINT (-73.990641 40.711382)
"MULTIPOLYGON (((-73.998131100707 40.714697133871, -73.998203732699 40.71471257608, -73.998180392776 40.714776135548, -73.998166202981 40.71481477803, -73.99809799234 40.714800276905, -73.998093570886 40.714799336699, -73.998096299019 40.714791908433, -73.998114333085 40.714742794885, -73.998131100707 40.714697133871)))",,1077442,658369,"130,8359375",1001620025,290.936,1.9,2.1,Photogrammetric,40.0,"48,87914379",2017 Aug 22 05:36:02 PM,constructed,1001620025,"47,95604190775",POINT (-73.998149 40.714756)
"MULTIPOLYGON (((-73.990428529024 40.71539112146, -73.990346080004 40.715366510831, -73.990345184141 40.715366244205, -73.990377946393 40.715302701525, -73.990470717297 40.715330392733, -73.990437956304 40.715393935438, -73.990428529024 40.71539112146)))",,1079636,710952,"111,2109375",1002970009,347.437,1.91,2.1,Photogrammetric,35.0,"17,65",2009 Feb 14 12:00:00 AM,constructed,1002970009,"42,2377311119",POINT (-73.990408 40.715348)
"MULTIPOLYGON (((-74.009965514712 40.718608744039, -74.009987702746 40.71849867457, -74.010000426083 40.718500159306, -74.010263893958 40.718530904742, -74.01024170637 40.718640975164, -74.010085482379 40.718622743725, -74.009965514712 40.718608744039)))",,1002032,954126,"508,73828125",1001800024,1.080.252,1.89,2.1,Other (Manual),18.0,75,2020 Jan 28 05:15:50 PM,constructed,1001807511,"94,92368043751",POINT (-74.010115 40.71857)
"MULTIPOLYGON (((-73.994994412543 40.715304485951, -73.995040933057 40.715289388203, -73.995095318016 40.715271738726, -73.995097720554 40.715270958986, -73.995154704484 40.715252466713, -73.995221310359 40.71523084914, -73.995224979256 40.715229658817, -73.995243516227 40.71526272813, -73.995293519739 40.715246500283, -73.995308950482 40.715274028617, -73.995316160978 40.715281110525, -73.995334196824 40.715288487338, -73.995351831433 40.71529640714, -73.995361348723 40.715301081173, -73.995369036403 40.715304856423, -73.995385783332 40.715313822577, -73.995402045 40.715323291194, -73.995417795371 40.715333247865, -73.995433010778 40.71534367458, -73.995447667552 40.715354556928, -73.995461738473 40.715365875099, -73.995475204607 40.715377613782, -73.995488042286 40.715389751366, -73.995500232574 40.715402270739, -73.995511755354 40.71541515119, -73.995522590507 40.715428371105, -73.995532723833 40.715441910673, -73.995538805926 40.71543993699, -73.995563952128 40.715484796888, -73.995558614464 40.715486529265, -73.995530395852 40.715495687265, -73.995510823243 40.715460771013, -73.99550643121 40.715462196349, -73.995505709264 40.715462430454, -73.995496945194 40.715449569021, -73.995494771317 40.715446665691, -73.995487518354 40.715436981318, -73.995479111529 40.715426722373, -73.995477444129 40.715424687154, -73.995466739085 40.715412706342, -73.995455418607 40.715401057793, -73.995443913458 40.715390148555, -73.99544350163 40.715389758618, -73.99543100709 40.715378826826, -73.995417952736 40.71536828043, -73.99540435987 40.715358134738, -73.995390250979 40.71534840686, -73.995375646179 40.715339111206, -73.995360569141 40.715330262183, -73.995345044715 40.715321875103, -73.995329096572 40.715313960772, -73.995312748378 40.715306533598, -73.995296027354 40.715299604389, -73.995278958352 40.715293183951, -73.995247172666 40.715303499792, -73.995199394111 40.715319005502, -73.99513717544 40.71533919774, -73.995076303574 40.715358952353, -73.994993464379 40.715385836223, -73.994987225168 40.715399593951, -73.99498507554 40.715405041045, -73.994981723256 40.715413531812, -73.994976966928 40.715427628195, -73.994972965656 40.715441859688, -73.994969725359 40.715456203777, -73.994967251956 40.71547063525, -73.994965547817 40.715485130692, -73.994964617679 40.715499667591, -73.994964462726 40.715514220734, -73.994964919926 40.715524966545, -73.994965081778 40.715528765805, -73.99496647602 40.715543280293, -73.994968640721 40.715557739884, -73.9949715747 40.715572119363, -73.994975270858 40.715586397117, -73.994978185106 40.715595657193, -73.994979724463 40.715600548833, -73.994984928416 40.715614551096, -73.994990873252 40.715628380493, -73.994989798619 40.715628647898, -73.994986885985 40.715629372682, -73.995006664265 40.715664717675, -73.994978862102 40.715673740481, -73.994970396353 40.715676487569, -73.994962842342 40.715657655765, -73.994951661608 40.715629779075, -73.99494646839 40.715614740323, -73.994942003034 40.715599566526, -73.994938270271 40.715584278397, -73.994935276016 40.715568897547, -73.994933025003 40.715553441988, -73.994931518411 40.715537935132, -73.99493075979 40.715522396791, -73.994930749137 40.715506847676, -73.994930885458 40.715503961546, -73.99493148645 40.715491308501, -73.9949352026 40.715460344612, -73.994938175515 40.715444961323, -73.994941888103 40.715429671719, -73.994946333261 40.715414495612, -73.994951506255 40.715399452812, -73.994949680927 40.715388911356, -73.994949659634 40.715388788886, -73.994934614778 40.715361949412, -73.994986797297 40.715345013993, -73.994968747962 40.715312814554, -73.994994412543 40.715304485951)))",,1087221,320099,"731,6328125",1002890050,1.080.738,1.915,2.1,Other (Manual),63.0,71,2020 Jan 28 05:25:17 PM,constructed,1002890050,"276,71400156184",POINT (-73.995153 40.715375)
"MULTIPOLYGON (((-74.013176637948 40.707765460261, -74.013235178185 40.707674420849, -74.013455203156 40.707753333263, -74.013408374571 40.707843098099, -74.013176637948 40.707765460261)))",,1000801,1299965,"401,2265625",1000190024,1.087.001,2.021,2.1,Other (Manual),21.0,310,2023 Jun 27 08:55:44 PM,constructed,1000190024,"84,34825736232",POINT (-74.013318 40.707759)
"MULTIPOLYGON (((-73.996252147602 40.717891968207, -73.99628181211 40.717842409592, -73.99632209883 40.717856369693, -73.996361882575 40.717870155966, -73.996433577386 40.717895000581, -73.996416937761 40.717922799713, -73.996403912967 40.717944559235, -73.996372562883 40.717933695398, -73.996252147602 40.717891968207)))",,1003111,494310,"148,4765625",1002380032,663.985,1.92,2.1,Photogrammetric,38.0,"35,59",2017 Aug 22 06:10:16 PM,constructed,1002380032,"53,13868168845",POINT (-73.996343 40.717893)
"MULTIPOLYGON (((-74.017235378377 40.711564138724, -74.017265102241 40.71148588077, -74.017241092814 40.71148060017, -74.017245708561 40.711468448885, -74.017257919055 40.711436300615, -74.017274985343 40.711391367962, -74.01729899474 40.711396647654, -74.01733031734 40.711314180452, -74.017290074102 40.711305329979, -74.017258496352 40.711298385476, -74.017226868902 40.711291429264, -74.017081231704 40.711259399983, -74.017150383972 40.711077332496, -74.017299259996 40.711110074408, -74.017321986399 40.711115072428, -74.017362287517 40.711123935488, -74.017384270703 40.711128770616, -74.017419308889 40.711136476394, -74.017454451231 40.711144204658, -74.017628501447 40.711182482267, -74.017821493554 40.711224925147, -74.017873123136 40.711236278888, -74.017924753918 40.711247633507, -74.017854666981 40.711432169901, -74.017834305042 40.711427692115, -74.017763521731 40.711412125122, -74.017438055504 40.71134054735, -74.017383653008 40.711328583286, -74.017377226725 40.711345502156, -74.017405555839 40.711351732113, -74.017397737633 40.711372317174, -74.017350835387 40.711495803215, -74.017345717048 40.711509280132, -74.017298930181 40.711498990732, -74.017271194328 40.711572015527, -74.017235378377 40.711564138724)))",,1083375,651856,"2.851,44140625",1000160100,659.504,1.983,2.1,Photogrammetric,14.0,"302,24",2017 Aug 22 05:29:33 PM,constructed,1000160100,"323,69590135528",POINT (-74.017482 40.711275)
"MULTIPOLYGON (((-74.003971220565 40.709288860739, -74.004048410791 40.709220695656, -74.004030036884 40.70920848717, -74.004070537107 40.709173189308, -74.004088609238 40.709185196983, -74.004155867673 40.709125801357, -74.004133029895 40.709110825778, -74.004115526285 40.709125857739, -74.004067628231 40.709093559907, -74.004084544918 40.709079032261, -74.004050730905 40.709056860169, -74.004033863942 40.709071794839, -74.003986614541 40.709040892743, -74.004003534755 40.709025911251, -74.003938877249 40.708983513813, -74.003936213366 40.708981766912, -74.003919250518 40.708996289135, -74.003872968018 40.708964985331, -74.003889298976 40.708951003443, -74.003813850012 40.70890152828, -74.003932272463 40.708796950626, -74.004006856316 40.708845858419, -74.004022789609 40.70883197198, -74.004069176194 40.708862792146, -74.004053506782 40.708876448052, -74.00415020072 40.708939854102, -74.004165177866 40.708926419734, -74.004267139347 40.708992246069, -74.004251497187 40.709006276613, -74.004342486192 40.709065941087, -74.004379081366 40.709089938323, -74.004393470686 40.709099373331, -74.00433710014 40.709149153928, -74.004298723888 40.709123989683, -74.004277748501 40.709142512179, -74.004334809936 40.709179929885, -74.004333381679 40.709181190655, -74.00427928298 40.709228965699, -74.004298071142 40.709241468596, -74.004295383834 40.709243807324, -74.004216050783 40.709312840744, -74.004208087057 40.709319770469, -74.004190049187 40.709307766413, -74.004134214356 40.709357073221, -74.004105481835 40.709338231954, -74.004080352878 40.709360423245, -74.004060968286 40.709347711414, -74.003971220565 40.709288860739)))",,1083347,798490,"2.173,16796875",1000940001,660.089,1.971,2.1,Photogrammetric,22.0,"54,44520397",2017 Aug 22 07:29:00 PM,constructed,1000940001,"294,81435661425",POINT (-74.004113 40.709078)
"MULTIPOLYGON (((-74.014121951129 40.709165886825, -74.014122794428 40.709163762415, -74.014242251967 40.709214025036, -74.014444990653 40.709299328608, -74.014646261142 40.709384014259, -74.014645680532 40.709385976546, -74.014641020277 40.709401723478, -74.014685071971 40.709402756155, -74.01468643287 40.7094027884, -74.014686202241 40.709403385468, -74.01465102365 40.709494280345, -74.014597010182 40.709633844825, -74.014567685821 40.709709613046, -74.014563577891 40.709707852166, -74.014306905517 40.70959781308, -74.014008286296 40.709469789922, -74.014002371204 40.709467253902, -74.014055625995 40.709333039727, -74.014121951129 40.709165886825)))",,1001061,391085,"3.287,91796875",1000550016,659.414,1.989,2.1,Photogrammetric,7.0,"374,42",2017 Aug 22 05:29:34 PM,constructed,1000550016,"240,16701712481",POINT (-74.014345 40.709436)
"MULTIPOLYGON (((-74.005937982228 40.718117489671, -74.006097488071 40.717914271312, -74.006170155448 40.717947290046, -74.00618233336 40.717952823928, -74.006022828866 40.718156042404, -74.005990225759 40.718141228013, -74.005937982228 40.718117489671)))",,1001972,513097,"382,44921875",1001770005,663.650,1.915,2.1,Photogrammetric,16.0,"78,89",2017 Aug 22 05:29:33 PM,constructed,1001770005,"91,48365280022",POINT (-74.00606 40.718035)
"MULTIPOLYGON (((-73.99581630489 40.718177417618, -73.99568744642 40.718131506662, -73.995629487506 40.71811085668, -73.99562918216 40.718110747707, -73.995577004729 40.718092157386, -73.995594062529 40.718064441238, -73.995613204747 40.718033337448, -73.995653059436 40.718047537302, -73.995715229234 40.718069687678, -73.995827630866 40.718109734788, -73.995847025081 40.718116645103, -73.995905019574 40.718137307583, -73.995876202517 40.718198758266, -73.99581630489 40.718177417618)))",,1003117,503222,"346,50390625",1002390009,664.009,1.9,2.1,Photogrammetric,34.0,"57,42",2017 Aug 22 06:10:15 PM,constructed,1002390009,"91,80921497837",POINT (-73.995743 40.718116)
"MULTIPOLYGON (((-74.007271114453 40.720407446089, -74.007318460596 40.720132783976, -74.007353628114 40.719928770317, -74.007458915017 40.719939276094, -74.007547835346 40.719948149325, -74.007513516481 40.7201472399, -74.007502716316 40.72020989448, -74.007623029356 40.720221899376, -74.00762632461 40.720202777731, -74.007627158477 40.720197941037, -74.007698937248 40.720205103416, -74.007694401273 40.720231413916, -74.007657414324 40.720445992574, -74.007322368735 40.720412560437, -74.007271114453 40.720407446089)))",,1002167,166925,"2.267,76171875",1001900026,660.127,1.905,2.1,Other (Manual),14.0,164,2017 Aug 22 06:32:07 PM,constructed,1001907504,"235,65404029542",POINT (-74.007465 40.720224)
